year,state,count_type,count
2018,Nevada,Unsheltered Homeless Parenting Youth Age 18-24,2.0
2018,New York,Unsheltered Homeless Parenting Youth Age 18-24,6.0
2018,Ohio,Unsheltered Homeless Parenting Youth Age 18-24,6.0
2018,Oklahoma,Unsheltered Homeless Parenting Youth Age 18-24,11.0
2018,Oregon,Unsheltered Homeless Parenting Youth Age 18-24,34.0
2018,Pennsylvania,Unsheltered Homeless Parenting Youth Age 18-24,1.0
2018,PR,Unsheltered Homeless Parenting Youth Age 18-24,8.0
2018,Rhode Island,Unsheltered Homeless Parenting Youth Age 18-24,0.0
2018,South Carolina,Unsheltered Homeless Parenting Youth Age 18-24,13.0
2018,South Dakota,Unsheltered Homeless Parenting Youth Age 18-24,3.0
2018,Tennessee,Unsheltered Homeless Parenting Youth Age 18-24,22.0
2018,Texas,Unsheltered Homeless Parenting Youth Age 18-24,2.0
2018,Utah,Unsheltered Homeless Parenting Youth Age 18-24,1.0
2018,Virginia,Unsheltered Homeless Parenting Youth Age 18-24,2.0
2018,VI,Unsheltered Homeless Parenting Youth Age 18-24,0.0
2018,Vermont,Unsheltered Homeless Parenting Youth Age 18-24,0.0
2018,Washington,Unsheltered Homeless Parenting Youth Age 18-24,18.0
2018,Wisconsin,Unsheltered Homeless Parenting Youth Age 18-24,3.0
2018,West Virginia,Unsheltered Homeless Parenting Youth Age 18-24,0.0
2018,Wyoming,Unsheltered Homeless Parenting Youth Age 18-24,0.0
2018,Total,Unsheltered Homeless Parenting Youth Age 18-24,465.0
2018,Alaska,Homeless Children of Parenting Youth,26.0
2018,Alabama,Homeless Children of Parenting Youth,36.0
2018,Arkansas,Homeless Children of Parenting Youth,11.0
2018,Arizona,Homeless Children of Parenting Youth,81.0
2018,California,Homeless Children of Parenting Youth,1215.0
2018,Colorado,Homeless Children of Parenting Youth,152.0
2018,Connecticut,Homeless Children of Parenting Youth,103.0
2018,DC,Homeless Children of Parenting Youth,401.0
2018,Delaware,Homeless Children of Parenting Youth,15.0
2018,Florida,Homeless Children of Parenting Youth,448.0
2018,Georgia,Homeless Children of Parenting Youth,197.0
2018,GU,Homeless Children of Parenting Youth,3.0
2018,Hawaii,Homeless Children of Parenting Youth,76.0
2018,Iowa,Homeless Children of Parenting Youth,85.0
2018,Idaho,Homeless Children of Parenting Youth,22.0
2018,Illinois,Homeless Children of Parenting Youth,375.0
2018,Indiana,Homeless Children of Parenting Youth,103.0
2018,Kansas,Homeless Children of Parenting Youth,40.0
2018,Kentucky,Homeless Children of Parenting Youth,44.0
2018,Louisiana,Homeless Children of Parenting Youth,38.0
2018,Massachusetts,Homeless Children of Parenting Youth,896.0
2018,Maryland,Homeless Children of Parenting Youth,120.0
2018,Maine,Homeless Children of Parenting Youth,26.0
2018,Michigan,Homeless Children of Parenting Youth,286.0
2018,Minnesota,Homeless Children of Parenting Youth,245.0
2018,Missouri,Homeless Children of Parenting Youth,155.0
2018,MP,Homeless Children of Parenting Youth,0.0
2018,Mississippi,Homeless Children of Parenting Youth,20.0
2018,Montana,Homeless Children of Parenting Youth,42.0
2018,North Carolina,Homeless Children of Parenting Youth,159.0
2018,North Dakota,Homeless Children of Parenting Youth,12.0
2018,Nebraska,Homeless Children of Parenting Youth,34.0
2018,New Hampshire,Homeless Children of Parenting Youth,36.0
2018,New Jersey,Homeless Children of Parenting Youth,328.0
2018,New Mexico,Homeless Children of Parenting Youth,17.0
2018,Nevada,Homeless Children of Parenting Youth,42.0
2018,New York,Homeless Children of Parenting Youth,3270.0
2018,Ohio,Homeless Children of Parenting Youth,280.0
2018,Oklahoma,Homeless Children of Parenting Youth,45.0
2018,Oregon,Homeless Children of Parenting Youth,114.0
2018,Pennsylvania,Homeless Children of Parenting Youth,533.0
2018,PR,Homeless Children of Parenting Youth,14.0
2018,Rhode Island,Homeless Children of Parenting Youth,16.0
2018,South Carolina,Homeless Children of Parenting Youth,41.0
2018,South Dakota,Homeless Children of Parenting Youth,18.0
2018,Tennessee,Homeless Children of Parenting Youth,102.0
2018,Texas,Homeless Children of Parenting Youth,349.0
2018,Utah,Homeless Children of Parenting Youth,52.0
2018,Virginia,Homeless Children of Parenting Youth,136.0
2018,VI,Homeless Children of Parenting Youth,0.0
2018,Vermont,Homeless Children of Parenting Youth,36.0
2018,Washington,Homeless Children of Parenting Youth,260.0
2018,Wisconsin,Homeless Children of Parenting Youth,152.0
2018,West Virginia,Homeless Children of Parenting Youth,6.0
2018,Wyoming,Homeless Children of Parenting Youth,6.0
2018,Total,Homeless Children of Parenting Youth,11319.0
2018,Alaska,Sheltered ES Homeless Children of Parenting Youth,14.0
2018,Alabama,Sheltered ES Homeless Children of Parenting Youth,16.0
2018,Arkansas,Sheltered ES Homeless Children of Parenting Youth,7.0
2018,Arizona,Sheltered ES Homeless Children of Parenting Youth,28.0
2018,California,Sheltered ES Homeless Children of Parenting Youth,631.0
2018,Colorado,Sheltered ES Homeless Children of Parenting Youth,30.0
2018,Connecticut,Sheltered ES Homeless Children of Parenting Youth,49.0
2018,DC,Sheltered ES Homeless Children of Parenting Youth,265.0
2018,Delaware,Sheltered ES Homeless Children of Parenting Youth,9.0
2018,Florida,Sheltered ES Homeless Children of Parenting Youth,268.0
2018,Georgia,Sheltered ES Homeless Children of Parenting Youth,114.0
2018,GU,Sheltered ES Homeless Children of Parenting Youth,1.0
2018,Hawaii,Sheltered ES Homeless Children of Parenting Youth,20.0
2018,Iowa,Sheltered ES Homeless Children of Parenting Youth,30.0
2018,Idaho,Sheltered ES Homeless Children of Parenting Youth,15.0
2018,Illinois,Sheltered ES Homeless Children of Parenting Youth,175.0
2018,Indiana,Sheltered ES Homeless Children of Parenting Youth,70.0
2018,Kansas,Sheltered ES Homeless Children of Parenting Youth,23.0
2018,Kentucky,Sheltered ES Homeless Children of Parenting Youth,32.0
2018,Louisiana,Sheltered ES Homeless Children of Parenting Youth,29.0
2018,Massachusetts,Sheltered ES Homeless Children of Parenting Youth,805.0
2018,Maryland,Sheltered ES Homeless Children of Parenting Youth,56.0
2018,Maine,Sheltered ES Homeless Children of Parenting Youth,9.0
2018,Michigan,Sheltered ES Homeless Children of Parenting Youth,163.0
2018,Minnesota,Sheltered ES Homeless Children of Parenting Youth,53.0
2018,Missouri,Sheltered ES Homeless Children of Parenting Youth,73.0
2018,MP,Sheltered ES Homeless Children of Parenting Youth,0.0
2018,Mississippi,Sheltered ES Homeless Children of Parenting Youth,13.0
2018,Montana,Sheltered ES Homeless Children of Parenting Youth,29.0
2018,North Carolina,Sheltered ES Homeless Children of Parenting Youth,98.0
2018,North Dakota,Sheltered ES Homeless Children of Parenting Youth,10.0
2018,Nebraska,Sheltered ES Homeless Children of Parenting Youth,15.0
2018,New Hampshire,Sheltered ES Homeless Children of Parenting Youth,13.0
2018,New Jersey,Sheltered ES Homeless Children of Parenting Youth,219.0
2018,New Mexico,Sheltered ES Homeless Children of Parenting Youth,8.0
2018,Nevada,Sheltered ES Homeless Children of Parenting Youth,28.0
2018,New York,Sheltered ES Homeless Children of Parenting Youth,3158.0
2018,Ohio,Sheltered ES Homeless Children of Parenting Youth,173.0
2018,Oklahoma,Sheltered ES Homeless Children of Parenting Youth,16.0
2018,Oregon,Sheltered ES Homeless Children of Parenting Youth,27.0
2018,Pennsylvania,Sheltered ES Homeless Children of Parenting Youth,272.0
2018,PR,Sheltered ES Homeless Children of Parenting Youth,3.0
2018,Rhode Island,Sheltered ES Homeless Children of Parenting Youth,6.0
2018,South Carolina,Sheltered ES Homeless Children of Parenting Youth,19.0
2018,South Dakota,Sheltered ES Homeless Children of Parenting Youth,7.0
2018,Tennessee,Sheltered ES Homeless Children of Parenting Youth,44.0
2018,Texas,Sheltered ES Homeless Children of Parenting Youth,204.0
2018,Utah,Sheltered ES Homeless Children of Parenting Youth,44.0
2018,Virginia,Sheltered ES Homeless Children of Parenting Youth,97.0
2018,VI,Sheltered ES Homeless Children of Parenting Youth,0.0
2018,Vermont,Sheltered ES Homeless Children of Parenting Youth,30.0
2018,Washington,Sheltered ES Homeless Children of Parenting Youth,92.0
2018,Wisconsin,Sheltered ES Homeless Children of Parenting Youth,62.0
2018,West Virginia,Sheltered ES Homeless Children of Parenting Youth,6.0
2018,Wyoming,Sheltered ES Homeless Children of Parenting Youth,1.0
2018,Total,Sheltered ES Homeless Children of Parenting Youth,7679.0
2018,Alaska,Sheltered TH Homeless Children of Parenting Youth,10.0
2018,Alabama,Sheltered TH Homeless Children of Parenting Youth,13.0
2018,Arkansas,Sheltered TH Homeless Children of Parenting Youth,2.0
2018,Arizona,Sheltered TH Homeless Children of Parenting Youth,45.0
2018,California,Sheltered TH Homeless Children of Parenting Youth,464.0
2018,Colorado,Sheltered TH Homeless Children of Parenting Youth,86.0
2018,Connecticut,Sheltered TH Homeless Children of Parenting Youth,54.0
2018,DC,Sheltered TH Homeless Children of Parenting Youth,136.0
2018,Delaware,Sheltered TH Homeless Children of Parenting Youth,6.0
2018,Florida,Sheltered TH Homeless Children of Parenting Youth,118.0
2018,Georgia,Sheltered TH Homeless Children of Parenting Youth,65.0
2018,GU,Sheltered TH Homeless Children of Parenting Youth,0.0
2018,Hawaii,Sheltered TH Homeless Children of Parenting Youth,27.0
2018,Iowa,Sheltered TH Homeless Children of Parenting Youth,52.0
2018,Idaho,Sheltered TH Homeless Children of Parenting Youth,1.0
2018,Illinois,Sheltered TH Homeless Children of Parenting Youth,196.0
2018,Indiana,Sheltered TH Homeless Children of Parenting Youth,33.0
2018,Kansas,Sheltered TH Homeless Children of Parenting Youth,17.0
2018,Kentucky,Sheltered TH Homeless Children of Parenting Youth,11.0
2018,Louisiana,Sheltered TH Homeless Children of Parenting Youth,9.0
2018,Massachusetts,Sheltered TH Homeless Children of Parenting Youth,91.0
2018,Maryland,Sheltered TH Homeless Children of Parenting Youth,55.0
2018,Maine,Sheltered TH Homeless Children of Parenting Youth,17.0
2018,Michigan,Sheltered TH Homeless Children of Parenting Youth,118.0
2018,Minnesota,Sheltered TH Homeless Children of Parenting Youth,185.0
2018,Missouri,Sheltered TH Homeless Children of Parenting Youth,80.0
2018,MP,Sheltered TH Homeless Children of Parenting Youth,0.0
2018,Mississippi,Sheltered TH Homeless Children of Parenting Youth,4.0
2018,Montana,Sheltered TH Homeless Children of Parenting Youth,11.0
2018,North Carolina,Sheltered TH Homeless Children of Parenting Youth,31.0
2018,North Dakota,Sheltered TH Homeless Children of Parenting Youth,2.0
2018,Nebraska,Sheltered TH Homeless Children of Parenting Youth,19.0
2018,New Hampshire,Sheltered TH Homeless Children of Parenting Youth,23.0
2018,New Jersey,Sheltered TH Homeless Children of Parenting Youth,106.0
2018,New Mexico,Sheltered TH Homeless Children of Parenting Youth,9.0
2018,Nevada,Sheltered TH Homeless Children of Parenting Youth,12.0
2018,New York,Sheltered TH Homeless Children of Parenting Youth,106.0
2018,Ohio,Sheltered TH Homeless Children of Parenting Youth,99.0
2018,Oklahoma,Sheltered TH Homeless Children of Parenting Youth,20.0
2018,Oregon,Sheltered TH Homeless Children of Parenting Youth,54.0
2018,Pennsylvania,Sheltered TH Homeless Children of Parenting Youth,260.0
2018,PR,Sheltered TH Homeless Children of Parenting Youth,4.0
2018,Rhode Island,Sheltered TH Homeless Children of Parenting Youth,10.0
2018,South Carolina,Sheltered TH Homeless Children of Parenting Youth,9.0
2018,South Dakota,Sheltered TH Homeless Children of Parenting Youth,8.0
2018,Tennessee,Sheltered TH Homeless Children of Parenting Youth,13.0
2018,Texas,Sheltered TH Homeless Children of Parenting Youth,137.0
2018,Utah,Sheltered TH Homeless Children of Parenting Youth,7.0
2018,Virginia,Sheltered TH Homeless Children of Parenting Youth,37.0
2018,VI,Sheltered TH Homeless Children of Parenting Youth,0.0
2018,Vermont,Sheltered TH Homeless Children of Parenting Youth,6.0
2018,Washington,Sheltered TH Homeless Children of Parenting Youth,141.0
2018,Wisconsin,Sheltered TH Homeless Children of Parenting Youth,88.0
2018,West Virginia,Sheltered TH Homeless Children of Parenting Youth,0.0
2018,Wyoming,Sheltered TH Homeless Children of Parenting Youth,5.0
2018,Total,Sheltered TH Homeless Children of Parenting Youth,3112.0
2018,Alaska,Sheltered Total Homeless Children of Parenting Youth,24.0
2018,Alabama,Sheltered Total Homeless Children of Parenting Youth,29.0
2018,Arkansas,Sheltered Total Homeless Children of Parenting Youth,9.0
2018,Arizona,Sheltered Total Homeless Children of Parenting Youth,73.0
2018,California,Sheltered Total Homeless Children of Parenting Youth,1095.0
2018,Colorado,Sheltered Total Homeless Children of Parenting Youth,116.0
2018,Connecticut,Sheltered Total Homeless Children of Parenting Youth,103.0
2018,DC,Sheltered Total Homeless Children of Parenting Youth,401.0
2018,Delaware,Sheltered Total Homeless Children of Parenting Youth,15.0
2018,Florida,Sheltered Total Homeless Children of Parenting Youth,386.0
2018,Georgia,Sheltered Total Homeless Children of Parenting Youth,179.0
2018,GU,Sheltered Total Homeless Children of Parenting Youth,1.0
2018,Hawaii,Sheltered Total Homeless Children of Parenting Youth,47.0
2018,Iowa,Sheltered Total Homeless Children of Parenting Youth,82.0
2018,Idaho,Sheltered Total Homeless Children of Parenting Youth,16.0
2018,Illinois,Sheltered Total Homeless Children of Parenting Youth,371.0
2018,Indiana,Sheltered Total Homeless Children of Parenting Youth,103.0
2018,Kansas,Sheltered Total Homeless Children of Parenting Youth,40.0
2018,Kentucky,Sheltered Total Homeless Children of Parenting Youth,43.0
2018,Louisiana,Sheltered Total Homeless Children of Parenting Youth,38.0
2018,Massachusetts,Sheltered Total Homeless Children of Parenting Youth,896.0
2018,Maryland,Sheltered Total Homeless Children of Parenting Youth,111.0
2018,Maine,Sheltered Total Homeless Children of Parenting Youth,26.0
2018,Michigan,Sheltered Total Homeless Children of Parenting Youth,281.0
2018,Minnesota,Sheltered Total Homeless Children of Parenting Youth,238.0
2018,Missouri,Sheltered Total Homeless Children of Parenting Youth,153.0
2018,MP,Sheltered Total Homeless Children of Parenting Youth,0.0
2018,Mississippi,Sheltered Total Homeless Children of Parenting Youth,17.0
2018,Montana,Sheltered Total Homeless Children of Parenting Youth,40.0
2018,North Carolina,Sheltered Total Homeless Children of Parenting Youth,129.0
2018,North Dakota,Sheltered Total Homeless Children of Parenting Youth,12.0
2018,Nebraska,Sheltered Total Homeless Children of Parenting Youth,34.0
2018,New Hampshire,Sheltered Total Homeless Children of Parenting Youth,36.0
2018,New Jersey,Sheltered Total Homeless Children of Parenting Youth,325.0
2018,New Mexico,Sheltered Total Homeless Children of Parenting Youth,17.0
2018,Nevada,Sheltered Total Homeless Children of Parenting Youth,40.0
2018,New York,Sheltered Total Homeless Children of Parenting Youth,3264.0
2018,Ohio,Sheltered Total Homeless Children of Parenting Youth,272.0
2018,Oklahoma,Sheltered Total Homeless Children of Parenting Youth,36.0
2018,Oregon,Sheltered Total Homeless Children of Parenting Youth,81.0
2018,Pennsylvania,Sheltered Total Homeless Children of Parenting Youth,532.0
2018,PR,Sheltered Total Homeless Children of Parenting Youth,7.0
2018,Rhode Island,Sheltered Total Homeless Children of Parenting Youth,16.0
2018,South Carolina,Sheltered Total Homeless Children of Parenting Youth,28.0
2018,South Dakota,Sheltered Total Homeless Children of Parenting Youth,15.0
2018,Tennessee,Sheltered Total Homeless Children of Parenting Youth,57.0
2018,Texas,Sheltered Total Homeless Children of Parenting Youth,341.0
2018,Utah,Sheltered Total Homeless Children of Parenting Youth,51.0
2018,Virginia,Sheltered Total Homeless Children of Parenting Youth,134.0
2018,VI,Sheltered Total Homeless Children of Parenting Youth,0.0
2018,Vermont,Sheltered Total Homeless Children of Parenting Youth,36.0
2018,Washington,Sheltered Total Homeless Children of Parenting Youth,233.0
2018,Wisconsin,Sheltered Total Homeless Children of Parenting Youth,150.0
2018,West Virginia,Sheltered Total Homeless Children of Parenting Youth,6.0
2018,Wyoming,Sheltered Total Homeless Children of Parenting Youth,6.0
2018,Total,Sheltered Total Homeless Children of Parenting Youth,10791.0
2018,Alaska,Unsheltered Homeless Children of Parenting Youth,2.0
2018,Alabama,Unsheltered Homeless Children of Parenting Youth,7.0
2018,Arkansas,Unsheltered Homeless Children of Parenting Youth,2.0
2018,Arizona,Unsheltered Homeless Children of Parenting Youth,8.0
2018,California,Unsheltered Homeless Children of Parenting Youth,120.0
2018,Colorado,Unsheltered Homeless Children of Parenting Youth,36.0
2018,Connecticut,Unsheltered Homeless Children of Parenting Youth,0.0
2018,DC,Unsheltered Homeless Children of Parenting Youth,0.0
2018,Delaware,Unsheltered Homeless Children of Parenting Youth,0.0
2018,Florida,Unsheltered Homeless Children of Parenting Youth,62.0
2018,Georgia,Unsheltered Homeless Children of Parenting Youth,18.0
2018,GU,Unsheltered Homeless Children of Parenting Youth,2.0
2018,Hawaii,Unsheltered Homeless Children of Parenting Youth,29.0
2018,Iowa,Unsheltered Homeless Children of Parenting Youth,3.0
2018,Idaho,Unsheltered Homeless Children of Parenting Youth,6.0
2018,Illinois,Unsheltered Homeless Children of Parenting Youth,4.0
2018,Indiana,Unsheltered Homeless Children of Parenting Youth,0.0
2018,Kansas,Unsheltered Homeless Children of Parenting Youth,0.0
2018,Kentucky,Unsheltered Homeless Children of Parenting Youth,1.0
2018,Louisiana,Unsheltered Homeless Children of Parenting Youth,0.0
2018,Massachusetts,Unsheltered Homeless Children of Parenting Youth,0.0
2018,Maryland,Unsheltered Homeless Children of Parenting Youth,9.0
2018,Maine,Unsheltered Homeless Children of Parenting Youth,0.0
2018,Michigan,Unsheltered Homeless Children of Parenting Youth,5.0
2018,Minnesota,Unsheltered Homeless Children of Parenting Youth,7.0
2018,Missouri,Unsheltered Homeless Children of Parenting Youth,2.0
2018,MP,Unsheltered Homeless Children of Parenting Youth,0.0
2018,Mississippi,Unsheltered Homeless Children of Parenting Youth,3.0
2018,Montana,Unsheltered Homeless Children of Parenting Youth,2.0
2018,North Carolina,Unsheltered Homeless Children of Parenting Youth,30.0
2018,North Dakota,Unsheltered Homeless Children of Parenting Youth,0.0
2018,Nebraska,Unsheltered Homeless Children of Parenting Youth,0.0
2018,New Hampshire,Unsheltered Homeless Children of Parenting Youth,0.0
2018,New Jersey,Unsheltered Homeless Children of Parenting Youth,3.0
2018,New Mexico,Unsheltered Homeless Children of Parenting Youth,0.0
2018,Nevada,Unsheltered Homeless Children of Parenting Youth,2.0
2018,New York,Unsheltered Homeless Children of Parenting Youth,6.0
2018,Ohio,Unsheltered Homeless Children of Parenting Youth,8.0
2018,Oklahoma,Unsheltered Homeless Children of Parenting Youth,9.0
2018,Oregon,Unsheltered Homeless Children of Parenting Youth,33.0
2018,Pennsylvania,Unsheltered Homeless Children of Parenting Youth,1.0
2018,PR,Unsheltered Homeless Children of Parenting Youth,7.0
2018,Rhode Island,Unsheltered Homeless Children of Parenting Youth,0.0
2018,South Carolina,Unsheltered Homeless Children of Parenting Youth,13.0
2018,South Dakota,Unsheltered Homeless Children of Parenting Youth,3.0
2018,Tennessee,Unsheltered Homeless Children of Parenting Youth,45.0
2018,Texas,Unsheltered Homeless Children of Parenting Youth,8.0
2018,Utah,Unsheltered Homeless Children of Parenting Youth,1.0
2018,Virginia,Unsheltered Homeless Children of Parenting Youth,2.0
2018,VI,Unsheltered Homeless Children of Parenting Youth,0.0
2018,Vermont,Unsheltered Homeless Children of Parenting Youth,0.0
2018,Washington,Unsheltered Homeless Children of Parenting Youth,27.0
2018,Wisconsin,Unsheltered Homeless Children of Parenting Youth,2.0
2018,West Virginia,Unsheltered Homeless Children of Parenting Youth,0.0
2018,Wyoming,Unsheltered Homeless Children of Parenting Youth,0.0
2018,Total,Unsheltered Homeless Children of Parenting Youth,528.0
2017,Alaska,Overall Homeless,1845.0
2017,Alabama,Overall Homeless,3793.0
2017,Arkansas,Overall Homeless,2467.0
2017,Arizona,Overall Homeless,8947.0
2017,California,Overall Homeless,131532.0
2017,Colorado,Overall Homeless,10940.0
2017,Connecticut,Overall Homeless,3388.0
2017,DC,Overall Homeless,7473.0
2017,Delaware,Overall Homeless,994.0
2017,Florida,Overall Homeless,32190.0
2017,Georgia,Overall Homeless,10174.0
2017,GU,Overall Homeless,852.0
2017,Hawaii,Overall Homeless,7220.0
2017,Iowa,Overall Homeless,2756.0
2017,Idaho,Overall Homeless,2037.0
2017,Illinois,Overall Homeless,10798.0
2017,Indiana,Overall Homeless,5438.0
2017,Kansas,Overall Homeless,2287.0
2017,Kentucky,Overall Homeless,4025.0
2017,Louisiana,Overall Homeless,3305.0
2017,Massachusetts,Overall Homeless,17565.0
2017,Maryland,Overall Homeless,7247.0
2017,Maine,Overall Homeless,2280.0
2017,Michigan,Overall Homeless,9051.0
2017,Minnesota,Overall Homeless,7668.0
2017,Missouri,Overall Homeless,6037.0
2017,MP,Overall Homeless,672.0
2017,Mississippi,Overall Homeless,1472.0
2017,Montana,Overall Homeless,1529.0
2017,North Carolina,Overall Homeless,8962.0
2017,North Dakota,Overall Homeless,1089.0
2017,Nebraska,Overall Homeless,2501.0
2017,New Hampshire,Overall Homeless,1456.0
2017,New Jersey,Overall Homeless,8536.0
2017,New Mexico,Overall Homeless,2482.0
2017,Nevada,Overall Homeless,7833.0
2017,New York,Overall Homeless,89503.0
2017,Ohio,Overall Homeless,10095.0
2017,Oklahoma,Overall Homeless,4199.0
2017,Oregon,Overall Homeless,13953.0
2017,Pennsylvania,Overall Homeless,14138.0
2017,PR,Overall Homeless,3525.0
2017,Rhode Island,Overall Homeless,1180.0
2017,South Carolina,Overall Homeless,3916.0
2017,South Dakota,Overall Homeless,943.0
2017,Tennessee,Overall Homeless,8309.0
2017,Texas,Overall Homeless,23548.0
2017,Utah,Overall Homeless,2852.0
2017,Virginia,Overall Homeless,6067.0
2017,VI,Overall Homeless,381.0
2017,Vermont,Overall Homeless,1225.0
2017,Washington,Overall Homeless,21112.0
2017,Wisconsin,Overall Homeless,5027.0
2017,West Virginia,Overall Homeless,1309.0
2017,Wyoming,Overall Homeless,873.0
2017,Total,Overall Homeless,550996.0
2017,Alaska,Sheltered ES Homeless,1017.0
2017,Alabama,Sheltered ES Homeless,1644.0
2017,Arkansas,Sheltered ES Homeless,915.0
2017,Arizona,Sheltered ES Homeless,3841.0
2017,California,Sheltered ES Homeless,26854.0
2017,Colorado,Sheltered ES Homeless,4135.0
2017,Connecticut,Sheltered ES Homeless,2249.0
2017,DC,Sheltered ES Homeless,5363.0
2017,Delaware,Sheltered ES Homeless,564.0
2017,Florida,Sheltered ES Homeless,10732.0
2017,Georgia,Sheltered ES Homeless,3821.0
2017,GU,Sheltered ES Homeless,87.0
2017,Hawaii,Sheltered ES Homeless,1341.0
2017,Iowa,Sheltered ES Homeless,1373.0
2017,Idaho,Sheltered ES Homeless,1003.0
2017,Illinois,Sheltered ES Homeless,4160.0
2017,Indiana,Sheltered ES Homeless,3368.0
2017,Kansas,Sheltered ES Homeless,1277.0
2017,Kentucky,Sheltered ES Homeless,2174.0
2017,Louisiana,Sheltered ES Homeless,1326.0
2017,Massachusetts,Sheltered ES Homeless,14301.0
2017,Maryland,Sheltered ES Homeless,3557.0
2017,Maine,Sheltered ES Homeless,993.0
2017,Michigan,Sheltered ES Homeless,5656.0
2017,Minnesota,Sheltered ES Homeless,3620.0
2017,Missouri,Sheltered ES Homeless,3133.0
2017,MP,Sheltered ES Homeless,24.0
2017,Mississippi,Sheltered ES Homeless,421.0
2017,Montana,Sheltered ES Homeless,748.0
2017,North Carolina,Sheltered ES Homeless,4893.0
2017,North Dakota,Sheltered ES Homeless,584.0
2017,Nebraska,Sheltered ES Homeless,1608.0
2017,New Hampshire,Sheltered ES Homeless,764.0
2017,New Jersey,Sheltered ES Homeless,5264.0
2017,New Mexico,Sheltered ES Homeless,1254.0
2017,Nevada,Sheltered ES Homeless,2270.0
2017,New York,Sheltered ES Homeless,79149.0
2017,Ohio,Sheltered ES Homeless,6759.0
2017,Oklahoma,Sheltered ES Homeless,2385.0
2017,Oregon,Sheltered ES Homeless,3767.0
2017,Pennsylvania,Sheltered ES Homeless,7524.0
2017,PR,Sheltered ES Homeless,396.0
2017,Rhode Island,Sheltered ES Homeless,807.0
2017,South Carolina,Sheltered ES Homeless,1619.0
2017,South Dakota,Sheltered ES Homeless,590.0
2017,Tennessee,Sheltered ES Homeless,3896.0
2017,Texas,Sheltered ES Homeless,10545.0
2017,Utah,Sheltered ES Homeless,2165.0
2017,Virginia,Sheltered ES Homeless,3861.0
2017,VI,Sheltered ES Homeless,39.0
2017,Vermont,Sheltered ES Homeless,843.0
2017,Washington,Sheltered ES Homeless,7448.0
2017,Wisconsin,Sheltered ES Homeless,3062.0
2017,West Virginia,Sheltered ES Homeless,920.0
2017,Wyoming,Sheltered ES Homeless,321.0
2017,Total,Sheltered ES Homeless,262430.0
2017,Alaska,Sheltered TH Homeless,534.0
2017,Alabama,Sheltered TH Homeless,978.0
2017,Arkansas,Sheltered TH Homeless,358.0
2017,Arizona,Sheltered TH Homeless,1904.0
2017,California,Sheltered TH Homeless,15656.0
2017,Colorado,Sheltered TH Homeless,2921.0
2017,Connecticut,Sheltered TH Homeless,723.0
2017,DC,Sheltered TH Homeless,1213.0
2017,Delaware,Sheltered TH Homeless,372.0
2017,Florida,Sheltered TH Homeless,6266.0
2017,Georgia,Sheltered TH Homeless,2830.0
2017,GU,Sheltered TH Homeless,0.0
2017,Hawaii,Sheltered TH Homeless,2054.0
2017,Iowa,Sheltered TH Homeless,1279.0
2017,Idaho,Sheltered TH Homeless,395.0
2017,Illinois,Sheltered TH Homeless,4306.0
2017,Indiana,Sheltered TH Homeless,1457.0
2017,Kansas,Sheltered TH Homeless,659.0
2017,Kentucky,Sheltered TH Homeless,1122.0
2017,Louisiana,Sheltered TH Homeless,967.0
2017,Massachusetts,Sheltered TH Homeless,2196.0
2017,Maryland,Sheltered TH Homeless,1877.0
2017,Maine,Sheltered TH Homeless,1092.0
2017,Michigan,Sheltered TH Homeless,2326.0
2017,Minnesota,Sheltered TH Homeless,2940.0
2017,Missouri,Sheltered TH Homeless,1719.0
2017,MP,Sheltered TH Homeless,0.0
2017,Mississippi,Sheltered TH Homeless,332.0
2017,Montana,Sheltered TH Homeless,237.0
2017,North Carolina,Sheltered TH Homeless,1618.0
2017,North Dakota,Sheltered TH Homeless,174.0
2017,Nebraska,Sheltered TH Homeless,773.0
2017,New Hampshire,Sheltered TH Homeless,509.0
2017,New Jersey,Sheltered TH Homeless,1836.0
2017,New Mexico,Sheltered TH Homeless,432.0
2017,Nevada,Sheltered TH Homeless,965.0
2017,New York,Sheltered TH Homeless,5724.0
2017,Ohio,Sheltered TH Homeless,1967.0
2017,Oklahoma,Sheltered TH Homeless,677.0
2017,Oregon,Sheltered TH Homeless,2212.0
2017,Pennsylvania,Sheltered TH Homeless,4646.0
2017,PR,Sheltered TH Homeless,591.0
2017,Rhode Island,Sheltered TH Homeless,304.0
2017,South Carolina,Sheltered TH Homeless,783.0
2017,South Dakota,Sheltered TH Homeless,182.0
2017,Tennessee,Sheltered TH Homeless,1642.0
2017,Texas,Sheltered TH Homeless,4439.0
2017,Utah,Sheltered TH Homeless,409.0
2017,Virginia,Sheltered TH Homeless,1146.0
2017,VI,Sheltered TH Homeless,35.0
2017,Vermont,Sheltered TH Homeless,245.0
2017,Washington,Sheltered TH Homeless,5030.0
2017,Wisconsin,Sheltered TH Homeless,1543.0
2017,West Virginia,Sheltered TH Homeless,190.0
2017,Wyoming,Sheltered TH Homeless,189.0
2017,Total,Sheltered TH Homeless,96974.0
2017,Alaska,Sheltered SH Homeless,0.0
2017,Alabama,Sheltered SH Homeless,34.0
2017,Arkansas,Sheltered SH Homeless,0.0
2017,Arizona,Sheltered SH Homeless,36.0
2017,California,Sheltered SH Homeless,126.0
2017,Colorado,Sheltered SH Homeless,25.0
2017,Connecticut,Sheltered SH Homeless,0.0
